Filename,WordNum,WordID,Syllable_01,Syllable_02,Syllable_03
SEQ_06.wav,1,BA_TE_KU,BA,TE,KU
SEQ_06.wav,2,BI_GU_KI,BI,KU,GI
SEQ_06.wav,3,LE_KI_BI,LE,KI,BI
SEQ_06.wav,4,GU-BI-LE,GU,BI,LE
SEQ_06.wav,5,KI_LE_GU,KI,LE,GU
SEQ_06.wav,6,LE_KI_BI,LE,KI,BI
SEQ_06.wav,7,KI_LE_GU,KI,LE,GU
SEQ_06.wav,8,MU_NA_TU,MU,NA,TU
SEQ_06.wav,9,MO_DA_NE,MO,DA,NE
SEQ_06.wav,10,LE_KI_BI,LE,KI,BI
SEQ_06.wav,11,BA_TE_KU,BA,TE,KU
SEQ_06.wav,12,MU_NA_TU,MU,NA,TU
SEQ_06.wav,13,LO_DO_GI,LO,DO,GI
SEQ_06.wav,14,GU-BI-LE,GU,BI,LE
SEQ_06.wav,15,KI_LE_GU,KI,LE,GU
SEQ_06.wav,16,LO_DO_GI,LO,DO,GI
SEQ_06.wav,17,LE_KI_BI,LE,KI,BI
SEQ_06.wav,18,BI_GU_KI,BI,KU,GI
SEQ_06.wav,19,MO_DA_NE,MO,DA,NE
SEQ_06.wav,20,BI_GU_KI,BI,KU,GI
SEQ_06.wav,21,LO_DO_GI,LO,DO,GI
SEQ_06.wav,22,KI_LE_GU,KI,LE,GU
SEQ_06.wav,23,BA_TE_KU,BA,TE,KU
SEQ_06.wav,24,LO_DO_GI,LO,DO,GI
SEQ_06.wav,25,MO_DA_NE,MO,DA,NE
SEQ_06.wav,26,LO_DO_GI,LO,DO,GI
SEQ_06.wav,27,GU-BI-LE,GU,BI,LE
SEQ_06.wav,28,LO_DO_GI,LO,DO,GI
SEQ_06.wav,29,BA_TE_KU,BA,TE,KU
SEQ_06.wav,30,LE_KI_BI,LE,KI,BI
SEQ_06.wav,31,BI_GU_KI,BI,KU,GI
SEQ_06.wav,32,MO_DA_NE,MO,DA,NE
SEQ_06.wav,33,GU-BI-LE,GU,BI,LE
SEQ_06.wav,34,KI_LE_GU,KI,LE,GU
