Filename,WordNum,WordID,Syllable_01,Syllable_02,Syllable_03
SEQ_02.wav,1,MO_DA_NE,MO,DA,NE
SEQ_02.wav,2,BA_TE_KU,BA,TE,KU
SEQ_02.wav,3,LE_KI_BI,LE,KI,BI
SEQ_02.wav,4,KI_LE_GU,KI,LE,GU
SEQ_02.wav,5,BI_GU_KI,BI,KU,GI
SEQ_02.wav,6,BA_TE_KU,BA,TE,KU
SEQ_02.wav,7,MO_DA_NE,MO,DA,NE
SEQ_02.wav,8,GU-BI-LE,GU,BI,LE
SEQ_02.wav,9,BI_GU_KI,BI,KU,GI
SEQ_02.wav,10,GU-BI-LE,GU,BI,LE
SEQ_02.wav,11,LE_KI_BI,LE,KI,BI
SEQ_02.wav,12,BI_GU_KI,BI,KU,GI
SEQ_02.wav,13,KI_LE_GU,KI,LE,GU
SEQ_02.wav,14,BA_TE_KU,BA,TE,KU
SEQ_02.wav,15,KI_LE_GU,KI,LE,GU
SEQ_02.wav,16,BA_TE_KU,BA,TE,KU
SEQ_02.wav,17,MU_NA_TU,MU,NA,TU
SEQ_02.wav,18,LO_DO_GI,LO,DO,GI
SEQ_02.wav,19,BI_GU_KI,BI,KU,GI
SEQ_02.wav,20,LE_KI_BI,LE,KI,BI
SEQ_02.wav,21,KI_LE_GU,KI,LE,GU
SEQ_02.wav,22,MO_DA_NE,MO,DA,NE
SEQ_02.wav,23,LE_KI_BI,LE,KI,BI
SEQ_02.wav,24,GU-BI-LE,GU,BI,LE
SEQ_02.wav,25,BA_TE_KU,BA,TE,KU
SEQ_02.wav,26,LO_DO_GI,LO,DO,GI
SEQ_02.wav,27,KI_LE_GU,KI,LE,GU
SEQ_02.wav,28,LE_KI_BI,LE,KI,BI
SEQ_02.wav,29,BA_TE_KU,BA,TE,KU
SEQ_02.wav,30,GU-BI-LE,GU,BI,LE
SEQ_02.wav,31,MU_NA_TU,MU,NA,TU
SEQ_02.wav,32,BA_TE_KU,BA,TE,KU
SEQ_02.wav,33,GU-BI-LE,GU,BI,LE
SEQ_02.wav,34,MU_NA_TU,MU,NA,TU
