Filename,WordNum,WordID,Syllable_01,Syllable_02,Syllable_03
SEQ_04.wav,1,GU-BI-LE,GU,BI,LE
SEQ_04.wav,2,KI_LE_GU,KI,LE,GU
SEQ_04.wav,3,LE_KI_BI,LE,KI,BI
SEQ_04.wav,4,BI_GU_KI,BI,KU,GI
SEQ_04.wav,5,KI_LE_GU,KI,LE,GU
SEQ_04.wav,6,MO_DA_NE,MO,DA,NE
SEQ_04.wav,7,LO_DO_GI,LO,DO,GI
SEQ_04.wav,8,KI_LE_GU,KI,LE,GU
SEQ_04.wav,9,BA_TE_KU,BA,TE,KU
SEQ_04.wav,10,LE_KI_BI,LE,KI,BI
SEQ_04.wav,11,KI_LE_GU,KI,LE,GU
SEQ_04.wav,12,MU_NA_TU,MU,NA,TU
SEQ_04.wav,13,LO_DO_GI,LO,DO,GI
SEQ_04.wav,14,KI_LE_GU,KI,LE,GU
SEQ_04.wav,15,LO_DO_GI,LO,DO,GI
SEQ_04.wav,16,LE_KI_BI,LE,KI,BI
SEQ_04.wav,17,MU_NA_TU,MU,NA,TU
SEQ_04.wav,18,BA_TE_KU,BA,TE,KU
SEQ_04.wav,19,MO_DA_NE,MO,DA,NE
SEQ_04.wav,20,LO_DO_GI,LO,DO,GI
SEQ_04.wav,21,BI_GU_KI,BI,KU,GI
SEQ_04.wav,22,KI_LE_GU,KI,LE,GU
SEQ_04.wav,23,BI_GU_KI,BI,KU,GI
SEQ_04.wav,24,BA_TE_KU,BA,TE,KU
SEQ_04.wav,25,KI_LE_GU,KI,LE,GU
SEQ_04.wav,26,BI_GU_KI,BI,KU,GI
SEQ_04.wav,27,KI_LE_GU,KI,LE,GU
SEQ_04.wav,28,MU_NA_TU,MU,NA,TU
SEQ_04.wav,29,LO_DO_GI,LO,DO,GI
SEQ_04.wav,30,MU_NA_TU,MU,NA,TU
SEQ_04.wav,31,BA_TE_KU,BA,TE,KU
SEQ_04.wav,32,GU-BI-LE,GU,BI,LE
SEQ_04.wav,33,MO_DA_NE,MO,DA,NE
SEQ_04.wav,34,LE_KI_BI,LE,KI,BI
SEQ_04.wav,35,BA_TE_KU,BA,TE,KU
SEQ_04.wav,36,LO_DO_GI,LO,DO,GI
SEQ_04.wav,37,LE_KI_BI,LE,KI,BI
SEQ_04.wav,38,LO_DO_GI,LO,DO,GI
SEQ_04.wav,39,BI_GU_KI,BI,KU,GI
SEQ_04.wav,40,GU-BI-LE,GU,BI,LE
SEQ_04.wav,41,BA_TE_KU,BA,TE,KU
SEQ_04.wav,42,MO_DA_NE,MO,DA,NE
SEQ_04.wav,43,MU_NA_TU,MU,NA,TU
SEQ_04.wav,44,MO_DA_NE,MO,DA,NE
SEQ_04.wav,45,BI_GU_KI,BI,KU,GI
SEQ_04.wav,46,MO_DA_NE,MO,DA,NE
SEQ_04.wav,47,MU_NA_TU,MU,NA,TU
SEQ_04.wav,48,KI_LE_GU,KI,LE,GU
SEQ_04.wav,49,BI_GU_KI,BI,KU,GI
SEQ_04.wav,50,LE_KI_BI,LE,KI,BI
SEQ_04.wav,51,GU-BI-LE,GU,BI,LE
SEQ_04.wav,52,LE_KI_BI,LE,KI,BI
SEQ_04.wav,53,KI_LE_GU,KI,LE,GU
SEQ_04.wav,54,GU-BI-LE,GU,BI,LE
SEQ_04.wav,55,BA_TE_KU,BA,TE,KU
SEQ_04.wav,56,GU-BI-LE,GU,BI,LE
SEQ_04.wav,57,MO_DA_NE,MO,DA,NE
SEQ_04.wav,58,LO_DO_GI,LO,DO,GI
SEQ_04.wav,59,KI_LE_GU,KI,LE,GU
SEQ_04.wav,60,BA_TE_KU,BA,TE,KU
SEQ_04.wav,61,MU_NA_TU,MU,NA,TU
SEQ_04.wav,62,MO_DA_NE,MO,DA,NE
SEQ_04.wav,63,GU-BI-LE,GU,BI,LE
SEQ_04.wav,64,MU_NA_TU,MU,NA,TU
SEQ_04.wav,65,BI_GU_KI,BI,KU,GI
SEQ_04.wav,66,LE_KI_BI,LE,KI,BI
SEQ_04.wav,67,LO_DO_GI,LO,DO,GI
SEQ_04.wav,68,LE_KI_BI,LE,KI,BI
SEQ_04.wav,69,GU-BI-LE,GU,BI,LE
SEQ_04.wav,70,BA_TE_KU,BA,TE,KU
SEQ_04.wav,71,MO_DA_NE,MO,DA,NE
SEQ_04.wav,72,KI_LE_GU,KI,LE,GU
SEQ_04.wav,73,BA_TE_KU,BA,TE,KU
SEQ_04.wav,74,MO_DA_NE,MO,DA,NE
SEQ_04.wav,75,BA_TE_KU,BA,TE,KU
SEQ_04.wav,76,GU-BI-LE,GU,BI,LE
SEQ_04.wav,77,LO_DO_GI,LO,DO,GI
SEQ_04.wav,78,LE_KI_BI,LE,KI,BI
SEQ_04.wav,79,GU-BI-LE,GU,BI,LE
SEQ_04.wav,80,KI_LE_GU,KI,LE,GU
SEQ_04.wav,81,BI_GU_KI,BI,KU,GI
SEQ_04.wav,82,GU-BI-LE,GU,BI,LE
SEQ_04.wav,83,MU_NA_TU,MU,NA,TU
SEQ_04.wav,84,LE_KI_BI,LE,KI,BI
SEQ_04.wav,85,BI_GU_KI,BI,KU,GI
SEQ_04.wav,86,LE_KI_BI,LE,KI,BI
SEQ_04.wav,87,MO_DA_NE,MO,DA,NE
SEQ_04.wav,88,KI_LE_GU,KI,LE,GU
SEQ_04.wav,89,MU_NA_TU,MU,NA,TU
SEQ_04.wav,90,LE_KI_BI,LE,KI,BI
SEQ_04.wav,91,MU_NA_TU,MU,NA,TU
SEQ_04.wav,92,KI_LE_GU,KI,LE,GU
SEQ_04.wav,93,BI_GU_KI,BI,KU,GI
SEQ_04.wav,94,GU-BI-LE,GU,BI,LE
SEQ_04.wav,95,KI_LE_GU,KI,LE,GU
SEQ_04.wav,96,LO_DO_GI,LO,DO,GI
SEQ_04.wav,97,BI_GU_KI,BI,KU,GI
SEQ_04.wav,98,MO_DA_NE,MO,DA,NE
SEQ_04.wav,99,LO_DO_GI,LO,DO,GI
SEQ_04.wav,100,GU-BI-LE,GU,BI,LE
SEQ_04.wav,101,BA_TE_KU,BA,TE,KU
SEQ_04.wav,102,LE_KI_BI,LE,KI,BI
SEQ_04.wav,103,BA_TE_KU,BA,TE,KU
SEQ_04.wav,104,MU_NA_TU,MU,NA,TU
SEQ_04.wav,105,MO_DA_NE,MO,DA,NE
SEQ_04.wav,106,LE_KI_BI,LE,KI,BI
SEQ_04.wav,107,KI_LE_GU,KI,LE,GU
SEQ_04.wav,108,MO_DA_NE,MO,DA,NE
SEQ_04.wav,109,GU-BI-LE,GU,BI,LE
SEQ_04.wav,110,MU_NA_TU,MU,NA,TU
SEQ_04.wav,111,LE_KI_BI,LE,KI,BI
SEQ_04.wav,112,MU_NA_TU,MU,NA,TU
SEQ_04.wav,113,LE_KI_BI,LE,KI,BI
SEQ_04.wav,114,BI_GU_KI,BI,KU,GI
SEQ_04.wav,115,KI_LE_GU,KI,LE,GU
SEQ_04.wav,116,BA_TE_KU,BA,TE,KU
SEQ_04.wav,117,LE_KI_BI,LE,KI,BI
SEQ_04.wav,118,LO_DO_GI,LO,DO,GI
SEQ_04.wav,119,MO_DA_NE,MO,DA,NE
SEQ_04.wav,120,LE_KI_BI,LE,KI,BI
SEQ_04.wav,121,LO_DO_GI,LO,DO,GI
SEQ_04.wav,122,BA_TE_KU,BA,TE,KU
SEQ_04.wav,123,KI_LE_GU,KI,LE,GU
SEQ_04.wav,124,BI_GU_KI,BI,KU,GI
SEQ_04.wav,125,MU_NA_TU,MU,NA,TU
SEQ_04.wav,126,GU-BI-LE,GU,BI,LE
SEQ_04.wav,127,BI_GU_KI,BI,KU,GI
SEQ_04.wav,128,LE_KI_BI,LE,KI,BI
SEQ_04.wav,129,BA_TE_KU,BA,TE,KU
SEQ_04.wav,130,LO_DO_GI,LO,DO,GI
SEQ_04.wav,131,LE_KI_BI,LE,KI,BI
SEQ_04.wav,132,MO_DA_NE,MO,DA,NE
SEQ_04.wav,133,MU_NA_TU,MU,NA,TU
SEQ_04.wav,134,LO_DO_GI,LO,DO,GI
SEQ_04.wav,135,GU-BI-LE,GU,BI,LE
SEQ_04.wav,136,MO_DA_NE,MO,DA,NE
SEQ_04.wav,137,KI_LE_GU,KI,LE,GU
SEQ_04.wav,138,MO_DA_NE,MO,DA,NE
SEQ_04.wav,139,BI_GU_KI,BI,KU,GI
SEQ_04.wav,140,GU-BI-LE,GU,BI,LE
SEQ_04.wav,141,KI_LE_GU,KI,LE,GU
SEQ_04.wav,142,BI_GU_KI,BI,KU,GI
SEQ_04.wav,143,MU_NA_TU,MU,NA,TU
SEQ_04.wav,144,BA_TE_KU,BA,TE,KU
SEQ_04.wav,145,BI_GU_KI,BI,KU,GI
SEQ_04.wav,146,MU_NA_TU,MU,NA,TU
SEQ_04.wav,147,MO_DA_NE,MO,DA,NE
SEQ_04.wav,148,LO_DO_GI,LO,DO,GI
SEQ_04.wav,149,BI_GU_KI,BI,KU,GI
SEQ_04.wav,150,LO_DO_GI,LO,DO,GI
SEQ_04.wav,151,GU-BI-LE,GU,BI,LE
SEQ_04.wav,152,MO_DA_NE,MO,DA,NE
SEQ_04.wav,153,MU_NA_TU,MU,NA,TU
