Filename,WordNum,WordID,Syllable_01,Syllable_02,Syllable_03
SEQ_09.wav,1,MU_NA_TU,MU,NA,TU
SEQ_09.wav,2,GU-BI-LE,GU,BI,LE
SEQ_09.wav,3,BA_TE_KU,BA,TE,KU
SEQ_09.wav,4,GU-BI-LE,GU,BI,LE
SEQ_09.wav,5,LO_DO_GI,LO,DO,GI
SEQ_09.wav,6,MU_NA_TU,MU,NA,TU
SEQ_09.wav,7,LE_KI_BI,LE,KI,BI
SEQ_09.wav,8,MU_NA_TU,MU,NA,TU
SEQ_09.wav,9,BA_TE_KU,BA,TE,KU
SEQ_09.wav,10,LO_DO_GI,LO,DO,GI
SEQ_09.wav,11,MO_DA_NE,MO,DA,NE
SEQ_09.wav,12,LE_KI_BI,LE,KI,BI
SEQ_09.wav,13,LO_DO_GI,LO,DO,GI
SEQ_09.wav,14,KI_LE_GU,KI,LE,GU
SEQ_09.wav,15,GU-BI-LE,GU,BI,LE
SEQ_09.wav,16,BI_GU_KI,BI,KU,GI
SEQ_09.wav,17,KI_LE_GU,KI,LE,GU
SEQ_09.wav,18,BI_GU_KI,BI,KU,GI
SEQ_09.wav,19,MO_DA_NE,MO,DA,NE
SEQ_09.wav,20,LE_KI_BI,LE,KI,BI
SEQ_09.wav,21,MO_DA_NE,MO,DA,NE
SEQ_09.wav,22,LE_KI_BI,LE,KI,BI
SEQ_09.wav,23,GU-BI-LE,GU,BI,LE
SEQ_09.wav,24,MO_DA_NE,MO,DA,NE
SEQ_09.wav,25,MU_NA_TU,MU,NA,TU
SEQ_09.wav,26,BA_TE_KU,BA,TE,KU
SEQ_09.wav,27,MO_DA_NE,MO,DA,NE
SEQ_09.wav,28,BI_GU_KI,BI,KU,GI
SEQ_09.wav,29,GU-BI-LE,GU,BI,LE
SEQ_09.wav,30,LE_KI_BI,LE,KI,BI
SEQ_09.wav,31,LO_DO_GI,LO,DO,GI
SEQ_09.wav,32,MO_DA_NE,MO,DA,NE
SEQ_09.wav,33,KI_LE_GU,KI,LE,GU
SEQ_09.wav,34,LO_DO_GI,LO,DO,GI
SEQ_09.wav,35,BI_GU_KI,BI,KU,GI
SEQ_09.wav,36,BA_TE_KU,BA,TE,KU
SEQ_09.wav,37,LE_KI_BI,LE,KI,BI
SEQ_09.wav,38,KI_LE_GU,KI,LE,GU
SEQ_09.wav,39,LO_DO_GI,LO,DO,GI
SEQ_09.wav,40,BA_TE_KU,BA,TE,KU
SEQ_09.wav,41,LE_KI_BI,LE,KI,BI
SEQ_09.wav,42,MU_NA_TU,MU,NA,TU
SEQ_09.wav,43,LO_DO_GI,LO,DO,GI
SEQ_09.wav,44,KI_LE_GU,KI,LE,GU
SEQ_09.wav,45,BA_TE_KU,BA,TE,KU
SEQ_09.wav,46,MU_NA_TU,MU,NA,TU
SEQ_09.wav,47,GU-BI-LE,GU,BI,LE
SEQ_09.wav,48,LO_DO_GI,LO,DO,GI
SEQ_09.wav,49,MU_NA_TU,MU,NA,TU
SEQ_09.wav,50,KI_LE_GU,KI,LE,GU
SEQ_09.wav,51,MU_NA_TU,MU,NA,TU
SEQ_09.wav,52,BI_GU_KI,BI,KU,GI
SEQ_09.wav,53,MU_NA_TU,MU,NA,TU
SEQ_09.wav,54,MO_DA_NE,MO,DA,NE
SEQ_09.wav,55,BA_TE_KU,BA,TE,KU
SEQ_09.wav,56,LO_DO_GI,LO,DO,GI
SEQ_09.wav,57,GU-BI-LE,GU,BI,LE
SEQ_09.wav,58,MO_DA_NE,MO,DA,NE
SEQ_09.wav,59,LE_KI_BI,LE,KI,BI
SEQ_09.wav,60,BI_GU_KI,BI,KU,GI
SEQ_09.wav,61,MU_NA_TU,MU,NA,TU
SEQ_09.wav,62,LO_DO_GI,LO,DO,GI
SEQ_09.wav,63,BI_GU_KI,BI,KU,GI
SEQ_09.wav,64,GU-BI-LE,GU,BI,LE
SEQ_09.wav,65,LE_KI_BI,LE,KI,BI
SEQ_09.wav,66,GU-BI-LE,GU,BI,LE
SEQ_09.wav,67,KI_LE_GU,KI,LE,GU
SEQ_09.wav,68,MO_DA_NE,MO,DA,NE
SEQ_09.wav,69,KI_LE_GU,KI,LE,GU
SEQ_09.wav,70,LE_KI_BI,LE,KI,BI
SEQ_09.wav,71,MU_NA_TU,MU,NA,TU
SEQ_09.wav,72,BA_TE_KU,BA,TE,KU
SEQ_09.wav,73,BI_GU_KI,BI,KU,GI
SEQ_09.wav,74,LO_DO_GI,LO,DO,GI
SEQ_09.wav,75,KI_LE_GU,KI,LE,GU
