Filename,WordNum,WordID,Syllable_01,Syllable_02,Syllable_03
SEQ_05.wav,1,MU_NA_TU,MU,NA,TU
SEQ_05.wav,2,MO_DA_NE,MO,DA,NE
SEQ_05.wav,3,MU_NA_TU,MU,NA,TU
SEQ_05.wav,4,LO_DO_GI,LO,DO,GI
SEQ_05.wav,5,LE_KI_BI,LE,KI,BI
SEQ_05.wav,6,BA_TE_KU,BA,TE,KU
SEQ_05.wav,7,LO_DO_GI,LO,DO,GI
SEQ_05.wav,8,MU_NA_TU,MU,NA,TU
SEQ_05.wav,9,LE_KI_BI,LE,KI,BI
SEQ_05.wav,10,BA_TE_KU,BA,TE,KU
SEQ_05.wav,11,LE_KI_BI,LE,KI,BI
SEQ_05.wav,12,GU-BI-LE,GU,BI,LE
SEQ_05.wav,13,BI_GU_KI,BI,KU,GI
SEQ_05.wav,14,KI_LE_GU,KI,LE,GU
SEQ_05.wav,15,MU_NA_TU,MU,NA,TU
SEQ_05.wav,16,GU-BI-LE,GU,BI,LE
SEQ_05.wav,17,KI_LE_GU,KI,LE,GU
SEQ_05.wav,18,MU_NA_TU,MU,NA,TU
SEQ_05.wav,19,BA_TE_KU,BA,TE,KU
SEQ_05.wav,20,MU_NA_TU,MU,NA,TU
SEQ_05.wav,21,KI_LE_GU,KI,LE,GU
SEQ_05.wav,22,BI_GU_KI,BI,KU,GI
SEQ_05.wav,23,MO_DA_NE,MO,DA,NE
SEQ_05.wav,24,BI_GU_KI,BI,KU,GI
SEQ_05.wav,25,BA_TE_KU,BA,TE,KU
SEQ_05.wav,26,LE_KI_BI,LE,KI,BI
SEQ_05.wav,27,MO_DA_NE,MO,DA,NE
SEQ_05.wav,28,BA_TE_KU,BA,TE,KU
SEQ_05.wav,29,MU_NA_TU,MU,NA,TU
SEQ_05.wav,30,KI_LE_GU,KI,LE,GU
SEQ_05.wav,31,MU_NA_TU,MU,NA,TU
SEQ_05.wav,32,LE_KI_BI,LE,KI,BI
SEQ_05.wav,33,BI_GU_KI,BI,KU,GI
SEQ_05.wav,34,KI_LE_GU,KI,LE,GU
SEQ_05.wav,35,LO_DO_GI,LO,DO,GI
SEQ_05.wav,36,MU_NA_TU,MU,NA,TU
SEQ_05.wav,37,BI_GU_KI,BI,KU,GI
SEQ_05.wav,38,LE_KI_BI,LE,KI,BI
SEQ_05.wav,39,BI_GU_KI,BI,KU,GI
SEQ_05.wav,40,MU_NA_TU,MU,NA,TU
SEQ_05.wav,41,BA_TE_KU,BA,TE,KU
SEQ_05.wav,42,LO_DO_GI,LO,DO,GI
SEQ_05.wav,43,MO_DA_NE,MO,DA,NE
SEQ_05.wav,44,LE_KI_BI,LE,KI,BI
SEQ_05.wav,45,BI_GU_KI,BI,KU,GI
SEQ_05.wav,46,KI_LE_GU,KI,LE,GU
SEQ_05.wav,47,BA_TE_KU,BA,TE,KU
SEQ_05.wav,48,MU_NA_TU,MU,NA,TU
SEQ_05.wav,49,BI_GU_KI,BI,KU,GI
SEQ_05.wav,50,LE_KI_BI,LE,KI,BI
SEQ_05.wav,51,LO_DO_GI,LO,DO,GI
SEQ_05.wav,52,KI_LE_GU,KI,LE,GU
SEQ_05.wav,53,LE_KI_BI,LE,KI,BI
SEQ_05.wav,54,KI_LE_GU,KI,LE,GU
SEQ_05.wav,55,MO_DA_NE,MO,DA,NE
SEQ_05.wav,56,KI_LE_GU,KI,LE,GU
SEQ_05.wav,57,MO_DA_NE,MO,DA,NE
SEQ_05.wav,58,KI_LE_GU,KI,LE,GU
SEQ_05.wav,59,BA_TE_KU,BA,TE,KU
SEQ_05.wav,60,MU_NA_TU,MU,NA,TU
SEQ_05.wav,61,MO_DA_NE,MO,DA,NE
SEQ_05.wav,62,LE_KI_BI,LE,KI,BI
SEQ_05.wav,63,KI_LE_GU,KI,LE,GU
SEQ_05.wav,64,LO_DO_GI,LO,DO,GI
SEQ_05.wav,65,LE_KI_BI,LE,KI,BI
SEQ_05.wav,66,LO_DO_GI,LO,DO,GI
SEQ_05.wav,67,LE_KI_BI,LE,KI,BI
SEQ_05.wav,68,GU-BI-LE,GU,BI,LE
SEQ_05.wav,69,BI_GU_KI,BI,KU,GI
SEQ_05.wav,70,LO_DO_GI,LO,DO,GI
SEQ_05.wav,71,LE_KI_BI,LE,KI,BI
SEQ_05.wav,72,KI_LE_GU,KI,LE,GU
SEQ_05.wav,73,BA_TE_KU,BA,TE,KU
SEQ_05.wav,74,LO_DO_GI,LO,DO,GI
SEQ_05.wav,75,BI_GU_KI,BI,KU,GI
SEQ_05.wav,76,LO_DO_GI,LO,DO,GI
SEQ_05.wav,77,BA_TE_KU,BA,TE,KU
SEQ_05.wav,78,LO_DO_GI,LO,DO,GI
SEQ_05.wav,79,LE_KI_BI,LE,KI,BI
SEQ_05.wav,80,GU-BI-LE,GU,BI,LE
SEQ_05.wav,81,MO_DA_NE,MO,DA,NE
SEQ_05.wav,82,BA_TE_KU,BA,TE,KU
SEQ_05.wav,83,LE_KI_BI,LE,KI,BI
SEQ_05.wav,84,GU-BI-LE,GU,BI,LE
SEQ_05.wav,85,LO_DO_GI,LO,DO,GI
SEQ_05.wav,86,BA_TE_KU,BA,TE,KU
SEQ_05.wav,87,BI_GU_KI,BI,KU,GI
